學測報名序號,班級,座號,錄取學校,錄取系所,入學管道,"輸出日期：9/22/2022, 9:24:31 AM"
26831131,311,31,黎明技術學院,機械工程系,四技二專,
26831029,310,29,樹德科技大學,室內設計系,四技二專,
26831102,311,02,南臺科技大學,生物與食品科技系,四技二專,
26831130,311,30,南臺科技大學,電機工程系控制與晶片組,四技二專,
26830133,301,33,臺北城市科技大學,流行音樂系,獨招,
26831106,311,06,臺北城市科技大學,烘焙創意與經營管理學士學位學程,四技二專,
26831212,312,12,亞東科技大學,機械工程系汽車組,四技二專,
26831220,312,20,健行科技大學,室內設計系,獨招,
26831408,314,08,元培醫事科技大學,生物科技暨製藥技術系,四技二專,
26831430,314,30,元培醫事科技大學,生物科技暨製藥技術系,四技二專,
26831412,314,12,台南應用科技大學,美容造型設計系,四技二專,
26831421,314,21,東南科技大學,工程與電資學院專班,四技二專,
26831514,315,14,慈濟學校財團法人慈濟科技大學,醫務暨健康管理系,四技二專,
